train_time,train_losses,train_accuracies,train_f1_scores,val_losses,val_accuracies,val_f1_scores,,
50.52026129,0.649200743,0.634571054,0.750508475,0.751494452,0.656081989,0.792330324,,50.94252529
50.98496342,0.704382981,0.629428663,0.760063377,0.755773564,0.656081989,0.792330324,,
50.96271896,0.688451171,0.635351279,0.767470261,0.710410928,0.656081989,0.792330324,,
50.9561286,0.672786112,0.63967798,0.770146147,0.729024947,0.655745968,0.792085236,,
50.93076801,0.669878094,0.640954711,0.76794719,0.683312749,0.656081989,0.792330324,,
50.92684293,0.669308028,0.640741923,0.766374539,0.671092312,0.655073925,0.791552442,,
50.95554018,0.65996948,0.644359329,0.77283436,0.652862097,0.655913978,0.792207792,,
50.91537094,0.649326412,0.648863354,0.770038323,0.612582574,0.697244624,0.80764304,,
50.94028711,0.591417345,0.698620421,0.794882935,0.560033331,0.755040323,0.805703625,,
50.92352629,0.526049958,0.765968011,0.834930085,0.471554846,0.806955645,0.866906058,,
50.96250224,0.460284385,0.823279072,0.872181608,0.436156693,0.846606183,0.891037117,,
50.93552494,0.450120359,0.836862078,0.880027124,0.600214864,0.816028226,0.874957177,,
50.93085456,0.409443511,0.86367344,0.899181704,0.37888967,0.880544355,0.914615107,,
50.93838644,0.379974702,0.888924354,0.917033113,0.435187044,0.869455645,0.89263507,,
50.94274211,0.386036562,0.879880838,0.910512827,0.392705445,0.895665323,0.915750916,,
50.95766115,0.369376549,0.896513814,0.922265438,0.413678105,0.894321237,0.915286195,,
50.93536091,0.362507768,0.896620208,0.92251256,0.403811256,0.881384409,0.90312843,,
50.99839187,0.354713435,0.904386992,0.927639702,0.571600844,0.741767473,0.757532734,,
50.92850876,0.356068629,0.900946909,0.925909224,0.389301938,0.897009409,0.918059083,,
50.95959544,0.353358786,0.905841047,0.928588719,0.355139424,0.918346774,0.934554269,,
50.93509436,0.34755117,0.910345072,0.932550694,0.423771208,0.873823925,0.894920946,,
50.94572377,0.339457506,0.914636309,0.935591769,0.377281944,0.911794355,0.932056426,,
50.92661357,0.340957595,0.916409547,0.936828281,0.33669166,0.929939516,0.947128186,,
50.97426081,0.328137425,0.921090896,0.940359718,0.382621323,0.893817204,0.914548405,,
50.94536662,0.331288537,0.919849629,0.939562497,0.376572649,0.89516129,0.914285714,,
50.93823075,0.331859677,0.919920559,0.939570733,0.324093404,0.941532258,0.954533577,,
50.95343089,0.326488096,0.923076923,0.941885701,0.346762409,0.918514785,0.935186423,,
50.93937659,0.324487139,0.924140866,0.942368315,0.330068427,0.930107527,0.945031712,,
50.93745589,0.323557985,0.925382133,0.943422609,0.354201816,0.915322581,0.932871604,,
50.94125104,0.322915433,0.927722807,0.945332618,0.469967614,0.839549731,0.86233242,,
50.95477486,0.322575913,0.926978047,0.944370897,0.42087841,0.866935484,0.888826502,,
50.96569681,0.316497338,0.930169876,0.946736278,0.383387138,0.897681452,0.916632444,,
50.95893002,0.317433023,0.929850693,0.946635731,0.387500154,0.900201613,0.91898527,,
50.95793581,0.313664881,0.932439621,0.948802709,0.38891875,0.893649194,0.913607206,,
50.94393086,0.313857247,0.932120438,0.948348446,0.339646501,0.919354839,0.935725763,,
50.93573451,0.309377411,0.935773309,0.951216227,0.451289892,0.867607527,0.88966676,,
50.91873193,0.311256343,0.933574494,0.949516186,0.498954453,0.844086022,0.866819747,,
50.9435339,0.311261971,0.933929141,0.949963742,0.345873381,0.921706989,0.937733832,,
50.80103421,0.309382064,0.936695393,0.952153751,0.421659643,0.884240591,0.904530969,,
51.00347996,0.305219947,0.936659928,0.951922042,0.41644383,0.871135753,0.892411278,,
50.93978643,0.309551193,0.933042522,0.949443016,0.353331628,0.918514785,0.93535919,,
50.91612744,0.30599258,0.939177927,0.953814666,0.35967955,0.919018817,0.935509767,,
50.93422747,0.307367655,0.935489591,0.951150737,0.365229304,0.916498656,0.933207902,,
50.9411025,0.304930124,0.939638969,0.954210385,0.467030143,0.869119624,0.890758659,,
50.9618783,0.302129637,0.940277334,0.954779807,0.44606812,0.873487903,0.894552584,,
50.94701123,0.301639411,0.937546548,0.952667652,0.428911125,0.879032258,0.899777283,,
51.07501411,0.298993686,0.939355251,0.953838678,0.425107504,0.88390457,0.90406775,,
50.91103077,0.298006321,0.942724403,0.95631475,0.357744147,0.919858871,0.935826719,,
50.93984795,0.302788483,0.938220378,0.953375087,0.416295933,0.899697581,0.91843148,,
50.94701719,0.296117887,0.944391247,0.957758621,0.413024845,0.89280914,0.912048525,,
50.95783687,0.302545494,0.939106997,0.95399373,0.353377402,0.925067204,0.940198445,,
50.93426466,0.294365737,0.944072064,0.957590426,0.332440592,0.93296371,0.947061165,,
50.91174006,0.297483117,0.940206405,0.954635958,0.337646924,0.93313172,0.947116662,,
50.90726805,0.297667291,0.941873249,0.955851852,0.425526363,0.888776882,0.908411732,,
51.28387928,0.296356698,0.944674965,0.958134292,0.389123576,0.915658602,0.932326773,,
50.94686055,0.29283983,0.946519133,0.959525471,0.350322694,0.932123656,0.946104589,,
