train_loss,val_loss,train_accuracy,val_accuracy,train_f1,val_f1,train_precision,val_precision,train_recall,val_recall,train_time
0.6008907581601187,0.5511320357052785,0.7490873247663551,0.8182892594757055,0.6055071228441585,0.7091230203652865,0.6635303750596163,0.7803629901667187,0.5666091529112752,0.6530459559073137,30.104416847229004
0.4800646406746356,0.5937399864196777,0.9181512850467289,0.7194596343296042,0.8765851385797588,0.34427838467441507,0.8945824263840315,0.8485532191779636,0.8669781779312625,0.218645035690546,29.832220315933228
0.4255389207712958,0.44361230731010437,0.9504964953271028,0.9079210323092335,0.9256895535107017,0.8619101075531299,0.9356651569598806,0.8771548418181174,0.9224135412014199,0.8497940156748354,29.909326553344727
0.3982725834178033,0.44743270356700104,0.9632739485981309,0.8883265152780097,0.9434432453258826,0.8474190957063259,0.9507546233746177,0.7869175494481777,0.9426294517301067,0.9217136376654427,30.42274236679077
0.3800345490747523,0.41691731057077086,0.9695896612149533,0.9173354274503256,0.9535518669176718,0.8726129777751721,0.9619432913002013,0.9116196221307173,0.95113628366654,0.8387036812649797,29.90909171104431
0.3679190623425992,0.40762612223625183,0.9742260514018691,0.931967722073802,0.9600654342900794,0.8988343068207488,0.9651897394195126,0.9055088295366968,0.9605791635354753,0.8945099434561377,29.918813705444336
0.3584630304129324,0.40115850770248557,0.9797386098130841,0.9363898918851227,0.9680652791447151,0.9049196425292705,0.9730963238863907,0.9119357270590206,0.9685256954112168,0.9000169275664829,29.91946315765381
0.3530316823553816,0.40561441599198106,0.9803227219626168,0.9254623058941392,0.9692563168271284,0.8862937643737074,0.975873718657389,0.9248217184266415,0.9682777783314097,0.8521108506865757,29.943334102630615
0.3469133297695178,0.6926001377825467,0.9841194509345794,0.5550657977124729,0.9745168622840855,0.47664128947199325,0.981068987729845,0.400261951082224,0.9733052249401603,0.5967583552982637,29.90442180633545
0.3449283839664727,0.40920469389771513,0.9843384929906542,0.9088054662714977,0.9736381127405569,0.8620489286847224,0.9783494488832308,0.8831479160840806,0.9749917188471539,0.8438205654223803,29.889973640441895
0.3441078139242725,0.39077622429379877,0.9829147196261683,0.932390371931875,0.972529124877724,0.9058617140348894,0.9743806932822942,0.8576301297180472,0.9714185073301915,0.9622532470330267,29.9124813079834
0.33807275632274486,0.3829477457505352,0.9873685747663551,0.9408316288195024,0.9791856477236414,0.9143217226749625,0.9856247815994483,0.894919274149696,0.9779176316661499,0.9365607693259019,29.916571617126465
0.3360240767213786,0.4122364470418894,0.9876606308411215,0.9095424945733844,0.9798745407588594,0.8681334171527817,0.9842448883162507,0.8613746247910787,0.9806012943558771,0.877285245622607,29.91624665260315
0.3337211166029779,0.38516465954060825,0.9896320093457944,0.9352106466021038,0.9825791345595459,0.903604306908546,0.9886435181429064,0.9090560349848438,0.9815800946368572,0.9005076597403506,29.88781189918518
0.3323054214782804,0.515013262910663,0.989522488317757,0.7958053306061112,0.9828728195071544,0.6809907517261822,0.9864299581060711,0.7245974499411216,0.9843720636241663,0.6465652519825688,29.883824348449707
0.3309591686892732,0.3861209991967903,0.990070093457944,0.9337561571213893,0.982806782523202,0.9025962936033194,0.9876984168402247,0.9017717398873808,0.9829647907963426,0.9055643862334422,29.869986057281494
0.33046164788375393,0.38667029817149323,0.9903621495327103,0.9285578247620637,0.9835374393534989,0.8896629060073232,0.9887827394982459,0.9356381826067618,0.9833111632270328,0.849380045944563,29.893266201019287
0.3287358938533569,0.37640083848305467,0.9913843457943925,0.9416964956587076,0.9846886351581539,0.9115674187826468,0.9886120525253532,0.9406175046905847,0.9858218042915603,0.8856839890960582,29.895101308822632
0.3276121631682476,0.3736281304989221,0.9919684579439252,0.9425613624979128,0.9856757626112659,0.9113084809251146,0.9901691721059339,0.953737190065639,0.9861115757406737,0.8739944066287458,29.879961729049683
0.32654524128013684,0.3822087549938346,0.9928081191588785,0.9320759934880615,0.9872779394397565,0.901246882470946,0.9922630946786012,0.8824548131122668,0.9871873144173822,0.9229171794867496,29.882315158843994
0.3280598544907347,0.3999721913967492,0.9910192757009346,0.9108495783937218,0.9846737609103647,0.8566110104758798,0.9890809669355834,0.9447426777510707,0.9852519856865156,0.7859919213705997,29.88134765625
0.3256367606537364,0.3793507178999343,0.9928081191588785,0.9341788069794623,0.9875545721574915,0.9002775319162128,0.992217388503025,0.9224467618623258,0.9877652253603606,0.8806976353960635,29.87774085998535
0.32480166671432065,0.3774818294453171,0.9935747663551402,0.9389349223576557,0.9880865347005641,0.909754563757135,0.9929708750056633,0.9229756624826442,0.9880596745410984,0.8980483083350248,29.881396532058716
0.32482239993933204,0.3903754331030936,0.9931001752336449,0.9220524085824011,0.9871636084627824,0.8731648189636722,0.9920011254095558,0.9714475013497894,0.9872571799389621,0.7945359462866394,29.899804830551147
0.32402548263563175,0.372185118918149,0.9936477803738317,0.9462856382534647,0.988249113109136,0.9213032107983623,0.9920857012240737,0.9160704311730493,0.9892876021226474,0.9282594730501683,29.90824866294861
0.3231820997512229,0.39855651922945706,0.9938668224299065,0.913797691601269,0.9886923547709093,0.8735019777418904,0.9934546250839323,0.8717951868864063,0.9887504032390914,0.8775386150986139,29.88543701171875
0.3236903056641605,0.3833210153399773,0.9935747663551402,0.9269754967440308,0.9880016440413313,0.8977866066784476,0.9925384648662293,0.8556128776032702,0.9883170311565771,0.9466565514812407,29.914312839508057
0.3224833720476828,0.377192440460313,0.994487441588785,0.9341788069794623,0.989800268946235,0.9007536404701874,0.9935654758765429,0.9256436890110562,0.9908764386518527,0.878700365151419,29.881427526474
0.3225893566263056,0.5859426057563638,0.9942683995327103,0.7011421981966939,0.9887247544399479,0.5493438002664408,0.9923227462093446,0.565306465509365,0.990687186184792,0.5397056405986463,29.87548279762268
0.32341762332715723,0.4084669458416273,0.9940128504672897,0.9059264902320923,0.9883405543528734,0.8626356898337971,0.9929875513985711,0.8515847255141169,0.9885544669594349,0.87674095605146,29.890317916870117
0.3215835306131951,0.37895544857349034,0.9947064836448598,0.9320759934880615,0.9900057881653824,0.8964987112208976,0.993715761765832,0.921807392512935,0.9911402296693769,0.8745380063754072,29.9047532081604
0.3204714983144653,0.38179050245375,0.9959112149532711,0.9295009600935048,0.9918730378605809,0.8981231585660102,0.9962589280091241,0.8811675758858986,0.9922501344823401,0.9174566463180421,29.915801286697388
0.3215020677753698,0.37239369131484124,0.9943779205607477,0.940202871931875,0.9899948187778126,0.9115481383156276,0.9948762191719803,0.9133187248382753,0.9899573641537899,0.9114277222979753,29.886303186416626
0.32109199687142237,0.3828361726032113,0.9951810747663551,0.9260519285356487,0.99023245850855,0.8894078896091572,0.9941989645812462,0.9040147206458611,0.9910442299673227,0.8772904629136131,29.875969409942627
0.3211325152176563,0.3722481019092056,0.9945239485981309,0.9394071422608115,0.9899280318360061,0.910315397198104,0.9950491202002424,0.9079735932364719,0.9896472618972533,0.9144547732208789,29.909340858459473
0.3206369843438407,0.38165860805871354,0.9951810747663551,0.9320955606111203,0.990683240482772,0.8931733284817226,0.9946954690011155,0.9562449658700999,0.9914626822898505,0.8395725003416303,29.899066925048828
0.31989847611044053,0.3767834980532808,0.9958382009345794,0.9336974557522124,0.9920075218063199,0.9002752407722835,0.9966205844031651,0.9138650016093769,0.9921490198579118,0.8892163965849581,29.899507761001587
0.3214471895839566,0.4332528985896201,0.9938668224299065,0.8738611934379696,0.9893480394712494,0.8303863763946702,0.9933029769661197,0.7612442878795118,0.9902334756655045,0.9163790439943754,29.889436960220337
0.3203118340434315,0.37913591231939925,0.9953271028037384,0.9330191288195024,0.9906247922664226,0.898817700624955,0.9944845915224588,0.9228832553045139,0.9915656702338147,0.8776856006823669,29.89120864868164
0.31902684563788297,0.37429994513403697,0.996458820093458,0.9348962681582902,0.992096825108092,0.9045414132968418,0.9964502134644138,0.8935199852357296,0.9924873495966772,0.9181867769522616,29.896907806396484
0.3190577066390314,0.36665324557502316,0.9960207359813084,0.9471700722157289,0.99233477371612,0.9250393807864827,0.9975348424961328,0.8928707106463784,0.9918859001530037,0.9615347640159727,29.901596546173096
0.3186723839178264,0.4248191320671226,0.9965683411214953,0.8821354775421606,0.9929064929556929,0.8187860337205523,0.9978300171601101,0.8513746730094885,0.9927198571744402,0.7916946792812326,29.886088848114014
0.3208956292299467,0.3746428956400673,0.9941223714953271,0.9349158352813491,0.9897248852589702,0.8991101671969058,0.9937327663433223,0.952429629905845,0.9905658989513149,0.8529478310929899,29.899391174316406
0.31877257500853495,0.3785654103980874,0.9963858060747663,0.9333335072633161,0.9926518816077907,0.9012140271674138,0.9974389859965155,0.9067412518841907,0.9926066344477568,0.8974946721964833,29.90303683280945
0.3183902943524245,0.37766945305860267,0.9966778621495327,0.9325182104691936,0.9927532370083882,0.9007723167787016,0.9972432393751288,0.8987612424678671,0.9929973088434166,0.9052532639119635,29.913347005844116
0.31860779824657975,0.3953879357508893,0.9964953271028038,0.9136307188178326,0.9922215347384965,0.868227967096478,0.9964501547673434,0.8937101926958734,0.9927504609966196,0.8468641903958363,29.879719972610474
0.3194480954765159,0.38679472680361765,0.9954001168224299,0.9225141926865921,0.991069693856351,0.8887557999574509,0.9949838522200386,0.8632686253130486,0.99210304867244,0.9178333995327133,29.890533208847046
0.32132517497673213,0.6068057057992468,0.9937207943925234,0.6793952976289864,0.98857277932102,0.4483557029881675,0.9938381580626827,0.5455506735613826,0.9882280047109875,0.38595358565142873,29.891549587249756
0.31929212516156313,0.37923856332616984,0.9956556658878505,0.9319872891968609,0.9911788052609446,0.9031195664094346,0.9959792389898785,0.8710373652591259,0.9911479749424125,0.9399251697257166,29.89178228378296
0.31893620660928923,0.39127841872989005,0.9958747079439252,0.9195660794790449,0.9920872192685787,0.8885246555862041,0.9967502716764545,0.838583110118466,0.992180948855049,0.9475411449021779,29.898300886154175
0.32108973662986934,0.375024269211967,0.9936842873831776,0.9378835156119553,0.9888395775878919,0.9065773529908514,0.9929381814087238,0.9267669663520286,0.9896133703682116,0.8887130957639651,29.895824909210205
0.3174459960694625,0.3739551705009532,0.9974445093457944,0.9373134600935048,0.9935303429072676,0.9068843852088649,0.9981514575875331,0.9129307705098338,0.9936280338760576,0.902389546897772,29.889777421951294
0.31678036440198665,0.37327549142657585,0.9979191004672897,0.9399471948572383,0.9945082372726162,0.9149074201648361,0.9992984358070915,0.8828386160835392,0.9944102001462237,0.9511472927843511,29.88798952102661
0.3172639556855799,0.38256497596794703,0.9971159462616822,0.9269754967440308,0.9933046326385876,0.8855723061200127,0.9972662129500383,0.9466378072318997,0.9940810319244142,0.8337258917978931,29.88641667366028
0.3180247985313986,0.3806297132429087,0.9965318341121495,0.9288526360828184,0.9926044590140308,0.8925132395034512,0.9973111088819159,0.912065723040325,0.9926802434102378,0.8755768946181534,29.892621517181396
0.32005140073945587,0.38916152996836967,0.994487441588785,0.9200970007513775,0.9897941745130375,0.8905907995115357,0.9946619611791492,0.8281301025248513,0.9897959108480133,0.9658314508702379,29.891977071762085
0.3188968395518365,0.37784076074384293,0.9959477219626168,0.9342675112706629,0.9913587875045962,0.8994107303372353,0.9949568380645735,0.9267119008291772,0.9925668266126633,0.8754040766062214,29.911168813705444
0.3176004786357701,0.37239573080584687,0.9967143691588785,0.9390627608949741,0.993003671425767,0.9087308911612445,0.9975164671148214,0.9196588879153261,0.9932214190851656,0.899848058335266,29.885891437530518
0.3166465913859483,0.3843244257962929,0.997882593457944,0.9254623058941392,0.9944886425741908,0.8829825414277598,0.9993312194275124,0.9384797725685533,0.994337805900064,0.8358647793081916,29.917500257492065
0.31751153597207826,0.3753873036717469,0.9967508761682243,0.9346405910836534,0.9935093782974408,0.905673391986843,0.9982091349239277,0.8867186431709657,0.9935228184188324,0.927724162774892,29.897518396377563
0.31702541455487226,0.39278765838101226,0.9974445093457944,0.9179250500918351,0.9935521228671966,0.8740722233076738,0.9978456146207061,0.9057665232312088,0.9939793207075031,0.8468944284789215,29.90609312057495
0.3179875158260916,0.3738220542106988,0.9963858060747663,0.9386205439138421,0.9923924903343169,0.9069516463769062,0.9957975728025599,0.9319588054173735,0.9937565619962957,0.8855023004822804,29.881401538848877
0.3173310709333865,0.6213597790250238,0.9970064252336449,0.6702561466855902,0.9933475240442207,0.4929211826665272,0.997958430011033,0.5208068455763182,0.9934542985825685,0.47512607285432057,29.89965295791626
