train_time,train_losses,train_accuracies,train_f1_scores,val_losses,val_accuracies,val_f1_scores
1111.1274967193604,0.583697234904841,0.6675609930600271,0.7787012121067797,1.4179892909103238,0.6107393244104525,0.7582384957941614
1111.9449565410614,0.5056796112658298,0.7335265078342992,0.8124763990635149,0.9639728075356653,0.6174314850223072,0.7612608133638262
1110.4548115730286,0.446120582079809,0.7753094369321027,0.8382311278234218,1.1942866968019359,0.6136073932441045,0.7592096117565287
1111.1481812000275,0.4227216761384492,0.7882235100522287,0.8459135866736075,0.9814515921670168,0.6174314850223072,0.7601158956938755
1110.7280316352844,0.4015539283491245,0.8017814981755742,0.8581667391916451,1.118501843837312,0.6277884002549394,0.7653204741812337
1111.114857673645,0.40178361070476626,0.7998855262216499,0.8561731886666324,1.193624055627639,0.6306564690885914,0.7668008048289738
1110.9435291290283,0.39540916890144623,0.8013522215067611,0.857567907251135,1.0985116589492954,0.6273103887826641,0.7655137844611529
1110.897064447403,0.38420376452687677,0.810688989053445,0.8614151783376106,0.8905603518038232,0.6469088591459529,0.7741540970240521
1108.346669435501,0.3726626407180314,0.815375259354654,0.8667613269652769,0.8525560000523698,0.6666666666666666,0.7837949565936337
1107.9982404708862,0.36536715710130724,0.820383487157473,0.8709022189082868,1.3916393939008567,0.6209369024856597,0.7623139174742731
1108.0323946475983,0.361751206967238,0.8219575016097875,0.8707776191094379,0.8384910726607754,0.648502230720204,0.7751732572360375
1107.7879893779755,0.35814200619180225,0.8235672891178365,0.8715625,1.2264330901470282,0.6410133843212237,0.7716631194892064
1108.181886434555,0.36172582281783255,0.821313586606568,0.8710668284246664,0.9962472109322621,0.6405353728489483,0.7710109622411693
1108.2382247447968,0.35969082270354646,0.8244258424554626,0.8746872287187867,0.7297512537936874,0.6955066921606119,0.7984814931983549
1108.2771127223969,0.35026834765981957,0.8282177863633111,0.8755700663349917,0.7508833807737089,0.6854684512428298,0.7939457202505219
1108.591896533966,0.34600313158931734,0.8324032338842384,0.880114639576243,0.8533587843028422,0.6534416826003824,0.7782196390333436
1107.7689685821533,0.3540015658044024,0.8253201688488231,0.8746502374534719,0.966742533566383,0.6491395793499044,0.7759918616480163
1107.7013652324677,0.34714103099257093,0.8273950060814195,0.873528872113444,0.9421800589803512,0.6387826641172721,0.7712180845695832
1107.9891331195831,0.34441246446307316,0.8321170494383631,0.8783156584644903,0.8191516491664848,0.687061822817081,0.794946752975569
1108.2823286056519,0.3428022831708227,0.831866638048222,0.8798199856806791,1.137086676159486,0.6287444231994901,0.7660172725446877
1108.3643915653229,0.34847064069056677,0.82828933247478,0.8752469071629068,1.0198454667771528,0.6536010197578075,0.7778912954638333
1107.671867132187,0.350261319313599,0.8282535594190455,0.8773972777650093,1.061959697434745,0.6524856596558317,0.7769254372506904
1108.1616172790527,0.34649003849490556,0.8283966516419833,0.8753540340392361,0.9163451568426819,0.6580624601657107,0.7803030303030303
1108.01988363266,0.347767391453073,0.8302210774844387,0.8775352221706146,0.905124806056773,0.6677820267686424,0.7849850469217283
1107.8449113368988,0.33786074090876894,0.8328682836087858,0.8794135866198637,1.2739140542630616,0.6375079668578713,0.7703643888159887
1108.3446967601776,0.33827294839345756,0.8363024969592903,0.8830146231721034,1.0162326729842248,0.6524856596558317,0.7773808308665918
1107.8155455589294,0.3305560555564798,0.8397009372540603,0.8855398605328361,0.7879547484332535,0.6751115360101976,0.7881118154421698
1107.8025403022766,0.32630896727070724,0.8391285683623095,0.8820087634140582,0.667032099390393,0.7240280433397068,0.8137233813723381
1107.923249721527,0.3313846896600737,0.83848465335909,0.8840494106166055,0.9076624747157702,0.6644359464627151,0.7830655129789864
1108.4667410850525,0.326816932963169,0.8396293911425914,0.884312662899022,1.061534907309537,0.6507329509241555,0.7762351980400163
1108.9128980636597,0.3298587232308134,0.8387708378049653,0.8831505535246688,0.8275237060742935,0.6805289993626513,0.7911240754245233
1107.2700245380402,0.32533034701880653,0.8399513486442012,0.8836289861103886,0.8044132906470807,0.6889738687061823,0.795901296528649
1107.7041566371918,0.3235990382534893,0.842061958932532,0.8869774466886824,0.9353689431841603,0.6775015933715742,0.7901720920588845
1107.1766300201416,0.32695484533479746,0.840452171424483,0.8842340237761511,0.8579658179397359,0.6797323135755258,0.7915802571547076
1107.2439079284668,0.31919197978140695,0.8425985547685483,0.8874046778238395,0.7033180509727013,0.7061822817080943,0.804619622801441
1107.4318985939026,0.3189373776909109,0.8414180439293124,0.8850154332996135,0.8761306226556071,0.6835564053537285,0.7925198495612202
1107.811957359314,0.32063734910325137,0.8441725692208628,0.8880263225541103,1.1446118719762353,0.6464308476736775,0.7744689500965545
1107.4932961463928,0.31781606153037306,0.8428489661586893,0.8872809380853411,1.0717276861219842,0.6542383683875079,0.7784810126582279
1108.165842294693,0.3216456522061159,0.8422050511554697,0.8871838154428502,0.7515741780324636,0.6859464627151052,0.7942373943000313
1107.8249154090881,0.31343442446059916,0.8446376189454103,0.8881045010692293,1.2652959949927887,0.640057361376673,0.771887306876704
1108.0683152675629,0.32461914526686514,0.8415611361522501,0.8870181883115227,0.7558486763444648,0.702836201402167,0.8027915829544253
1108.6093883514404,0.3144136004371556,0.8471417328468198,0.8908138494953367,0.8640001318630228,0.6673040152963671,0.7848753348444262
1107.7946646213531,0.31354154667921486,0.8461043142305216,0.8899575382411623,0.9292974316983054,0.6819630337794774,0.7913007109995818
1108.3003242015839,0.31550650794306256,0.8451384417256922,0.8892017097079675,0.7600863074439431,0.6905672402804334,0.7966917922948074
1109.3047680854797,0.31451809985959556,0.8457465836731773,0.8897525056248722,0.7247830497734438,0.7080943275971957,0.8043988896006833
1108.567880153656,0.30309665144540504,0.8491092509122129,0.8920620297865807,0.9921634317503363,0.6684193753983428,0.7849540146739692
1107.4989647865295,0.3127373342979827,0.8453173070043644,0.8884186622625929,0.8225844055035998,0.7181325685149776,0.8097235667419598
1107.7043960094452,0.3070249127211301,0.8479645131287115,0.8907735800565407,0.6988738257116472,0.688655194391332,0.7953069348418186
1107.9996135234833,0.30910878018124427,0.8473563711812263,0.8896018214276474,0.6957200453971243,0.6959847036328872,0.7996219281663516
1107.7868371009827,0.3067870212599499,0.847749874794305,0.8910728910728911,1.0595794683936888,0.6644359464627151,0.7838669950738916
1107.475744485855,0.3032074678770226,0.8517922300922944,0.8939731285988484,0.8500563982628324,0.6838750796685787,0.7930315042770707
1107.4339094161987,0.30482404718273565,0.8496458467482292,0.8924266079701058,0.6829588710505345,0.7061822817080943,0.8039549223899638
1107.5378153324127,0.29746396425958016,0.8539386134363597,0.8955620923391738,0.7766455319251506,0.6972594008922881,0.7997048281678263
1107.536628484726,0.2943414775164504,0.8548329398297203,0.8961723467403541,0.7880489257386494,0.7018801784576163,0.802616309737314
1107.7151985168457,0.29778464103556607,0.8521141875939042,0.894281914893617,0.7453415787159489,0.698534098151689,0.7999153976311336
1108.6084778308868,0.29180070601864044,0.8566215926164413,0.8974516426159042,0.7357913131641253,0.7249840662842575,0.8140486964016376
1108.751473903656,0.2919000462720541,0.8549044859411891,0.8962075848303394,0.7732206567138584,0.7039515615041427,0.8029274501484939
