train_loss,val_loss,train_accuracy,val_accuracy,train_f1,val_f1,train_precision,val_precision,train_recall,val_recall,train_time
0.6474510278457251,0.6849264899889628,0.6154352226720647,0.6089593114241001,0.17061472789368254,0.042398440457835744,0.8096425548293613,0.19635241301907969,0.1580799457847754,0.023954398331872507,5.828400373458862
0.5334409116170346,0.6341873473591275,0.7739351383265858,0.6532423708920188,0.6544138628181543,0.6527572635532554,0.7723754678707996,0.5162863309947687,0.589496016888858,0.8900302018191683,5.071906328201294
0.4541205557493063,0.5471141007211473,0.8588183198380568,0.7472552327856025,0.8075214849293105,0.7298363283371992,0.8476873386546734,0.5999086801780693,0.7732657406287472,0.9338997548478183,5.0770251750946045
0.4167296489079793,0.5022984312640296,0.895764802631579,0.8021383509389671,0.8617073879410264,0.7766961046164427,0.8801688277661921,0.6622792493311468,0.8471581981667182,0.940436330399711,5.078382253646851
0.4131456407216879,0.43104879392517936,0.8980073380566802,0.8772251564945227,0.8641127625488775,0.8275445522636439,0.8861705226617298,0.8467453115863544,0.8453143649291902,0.810340466994353,5.082692861557007
0.4051688496883099,0.4469498329692417,0.9065251771255061,0.8604692390453834,0.8765475244861884,0.7756219316900601,0.8908343764433855,0.9418700192930893,0.8644735740740427,0.662212951843266,5.092645168304443
0.40387951869231004,0.4235136740737491,0.9067992999325236,0.8864314358372457,0.8768108536994785,0.8336584081118603,0.8898114360048341,0.8966725219392251,0.8659626738349218,0.780503875554971,5.095181703567505
0.3981901743473151,0.41970888442463344,0.9109058704453441,0.8898119620500782,0.882976814709435,0.8512572480698094,0.8934237876602625,0.8442731936838934,0.8744522082736779,0.8593869034330568,5.0912346839904785
0.3949537430054102,0.4321232537428538,0.9158833080296895,0.8767911287167449,0.8889955168701095,0.8386936243360108,0.9022998607514654,0.8070018093158139,0.8785717475894202,0.8739683570805981,5.0979838371276855
0.39469698759225696,0.43766472074720597,0.9148469129554656,0.8709776017214398,0.8881176977201201,0.8381917422232625,0.8951276456855596,0.7751728381175116,0.8837089804400043,0.9136188941716772,5.087270975112915
0.3900552009924864,0.41078005565537346,0.9209176788124157,0.8997151310641627,0.8964220254077887,0.857856304397181,0.9058685797942974,0.890534599062733,0.8891772359999454,0.8283509526934786,5.091066360473633
